DTRI_ID	TF_Symbol_Human	Target_Symbol_Human	PubMed_IDs	Databases
tri_09477	GLI2	ITGB1	14691458	TFactS
tri_09478	GLI2	JAG1	14691458	TFactS
tri_09479	GLI2	JUNB	14691458	TFactS
tri_09480	GLI2	KRT17	16055733	TFactS
tri_09481	GLI2	LAMB3	14691458	TFactS
tri_09482	GLI2	LUM	14691458	TFactS
tri_09483	GLI2	MAD2L1	14691458	TFactS
tri_09484	GLI2	MAP3K4	14691458	TFactS
tri_09485	GLI2	MAPK6	14691458	TFactS
tri_09486	GLI2	MAZ	14691458	TFactS
tri_09487	GLI2	MEOX1	14691458, 15039437	TFactS
tri_09488	GLI2	MMP10	14691458	TFactS
tri_09489	GLI2	MMP13	14691458	TFactS
tri_09490	GLI2	MMP2	14691458	TFactS
tri_09491	GLI2	MSX2	14691458	TFactS
tri_09492	GLI2	MYC	14691458	TFactS
tri_09493	GLI2	NPY2R	14691458	TFactS
tri_09494	GLI2	PAX3	15039437	TFactS, TRRUST
tri_09495	GLI2	PCNA	14691458	TFactS
tri_09496	GLI2	PI3	14691458	TFactS
tri_09497	GLI2	PPP1CB	14691458	TFactS
tri_09498	GLI2	PRKACA	14691458	TFactS
tri_09499	GLI2	PTEN	14691458	TFactS
tri_09500	GLI2	RAPGEFL1	14691458	TFactS
tri_09501	GLI2	RHOH	14691458	TFactS
tri_09502	GLI2	RNASE3	14691458	TFactS
tri_09503	GLI2	RORC	14691458	TFactS
tri_09504	GLI2	SERPINB2	14691458	TFactS
tri_09505	GLI2	SPRR2A	14691458	TFactS
tri_09506	GLI2	SYTL2	14691458	TFactS
tri_09507	GLI2	TEAD1	14691458	TFactS
tri_09508	GLI2	TGFA	14691458	TFactS
tri_09509	GLI2	TGFBI	14691458	TFactS
tri_09510	GLI2	TIMP3	14691458	TFactS
tri_09511	GLI2	TNC	14691458	TFactS
tri_09512	GLI2	TOB1	14691458	TFactS
tri_09513	GLI2	UGCG	14691458	TFactS
tri_09514	GLI2	VAV3	14691458	TFactS
tri_09515	GLI2	VDR	14691458	TFactS
tri_09516	GLI2	VIPR1	14691458	TFactS
tri_09517	GLI2	ZFC3H1	14691458	TFactS
tri_10201	SPI1	CTSE	11322887	TFactS
tri_10202	SPI1	TEC	9177279, 19843184	TFactS, TFe, TRRUST
tri_11391	SPI1	not_applicable	7822329, 11481336, 14993928, 10435575, 8754855, 14688320, 1729611	TFe, TRRUST
tri_11392	SPI1	CREBBP	8456286	TFe
tri_11393	SPI1	CSF2RA	7565736	TFe, TRRUST
tri_11394	SPI1	CSF2RB	9808557	TFe
tri_11395	SPI1	CSF3R	8695841, 7964503, 10453008	TFe, TRRUST
tri_11396	SPI1	CTSS	16365419	TFe, TRRUST
tri_11397	SPI1	ELANE	9689920, 14732495, 16247445, 8756629	TFe, TRRUST
tri_11398	SPI1	FCGR1A	8035786, 10820245, 14734612	TFe, TRRUST
tri_11399	SPI1	TYROBP	17827340	TFe
tri_11400	SPI1	CD209	16051608	TFe
tri_11401	SPI1	CLEC4G	19111020	TFe, TRRUST
tri_11402	SPI1	ITGB2	7846055, 9295016, 8670251	TFe, TRRUST
tri_11403	SPI1	MSR1	8007948, 7777517	TFe, TRRUST
tri_11404	SPI1	MYB	9292515	TFe
tri_11405	SPI1	NCF4	12036891, 22454293	TFe, TRRUST
tri_11406	SPI1	PPBP	9334192	TFe
tri_11407	SPI1	PRTN3	8943304, 10677505, 9873055	TFe, TRRUST
tri_11408	SPI1	PTPRC	11114304	TFe, TRRUST
tri_11409	SPI1	NCF1	9211934, 22454293	TFe, TRRUST
tri_11410	SPI1	SPI1	7478579	TFe
tri_11411	SPI1	BPI	14623259	TFe, TRRUST
tri_11412	SPI1	VAV1	11835402	TFe
tri_11413	SPI1	VIP	16973891	TFe
tri_11414	SPI1	CD40	10823830	TFe, TRRUST
tri_11415	SPI1	CD47	10542290	TFe
tri_11670	GLI2	SOX2	18927476	TFe
tri_13697	GLI2	BHLHE41	24165159	TRRUST
tri_13698	GLI2	CDH1	23890107	TRRUST
tri_13699	GLI2	FAS	21135115	TRRUST
tri_13700	GLI2	FOXA2	19360354	TRRUST
tri_13701	GLI2	FOXC2	19360354	TRRUST
tri_13702	GLI2	FOXL1	19360354	TRRUST
tri_13703	GLI2	H2AFX	21860067	TRRUST
tri_13704	GLI2	IFITM5	23530031	TRRUST
tri_13705	GLI2	JUN	19219074	TRRUST
tri_13706	GLI2	MUC5AC	20972463	TRRUST
tri_13707	GLI2	PDGFRA	21135115	TRRUST
tri_13708	GLI2	TNFRSF10B	21135115	TRRUST
tri_13709	GLI2	WNT2B	19360354	TRRUST
tri_17188	SPI1	ACP5	11481336	TRRUST
tri_17189	SPI1	ALOX15	16320347	TRRUST
tri_17190	SPI1	BTK	10362515, 8934542	TRRUST, TFe
tri_17191	SPI1	CD163	10725797	TRRUST
tri_17192	SPI1	CD22	15892171	TRRUST
tri_17193	SPI1	CXCR1	9867862	TRRUST, TFe
tri_17194	SPI1	DAPK2	24038216	TRRUST
tri_17195	SPI1	ERAP2	15691326	TRRUST
tri_17196	SPI1	FLI1	10523830, 9858537	TRRUST, TFe
tri_17197	SPI1	GATA1	20304827, 11001896	TRRUST
tri_17198	SPI1	HCK	21993313	TRRUST
tri_17199	SPI1	JCHAIN	8406004	TRRUST
tri_17200	SPI1	IL5	19487701	TRRUST
tri_17201	SPI1	ITGA2B	9305885, 10210321	TRRUST
tri_17202	SPI1	MACROD1	19698236	TRRUST
tri_17203	SPI1	MAPK1	22075620	TRRUST
tri_17204	SPI1	MME	15892171	TRRUST
tri_17205	SPI1	MNDA	8809111	TRRUST
tri_17206	SPI1	NCF2	10570299, 20025940	TRRUST
tri_17207	SPI1	NSFL1C	10542290	TRRUST
tri_17208	SPI1	P2RY10	10567398	TRRUST
tri_17209	SPI1	PEBP1	9334192	TRRUST
tri_17210	SPI1	SCARB1	8007948	TRRUST
tri_17211	SPI1	SCARB2	8007948	TRRUST
tri_17212	SPI1	STAT3	24429361	TRRUST
tri_17213	SPI1	TNFRSF11A	16083856	TRRUST
tri_17214	SPI1	WAS	10066431	TRRUST
tri_19316	GLI2	ASCL1	21559470, 25448440	TRRUST, Current
tri_19317	GLI2	BMP2	16880529	TRRUST
tri_19318	GLI2	FKBP8	18590716	TRRUST
tri_19319	GLI2	HES1	19124651	TRRUST
tri_19320	GLI2	MYF5	21211521, 15604102	TRRUST
tri_19321	GLI2	NDP	23201751	TRRUST
tri_19322	GLI2	SHH	21045211	TRRUST
tri_19323	GLI2	SOX8	22281533	TRRUST
tri_21842	SPI1	AIF1	11861656	TRRUST, TFe
tri_21843	SPI1	BCL2L11	23852375	TRRUST
tri_21844	SPI1	CD1D	16002702	TRRUST
tri_21845	SPI1	DCSTAMP	17402846	TRRUST
tri_21846	SPI1	ELF1	20525788	TRRUST
tri_21847	SPI1	FCER1G	18629488	TRRUST
tri_21848	SPI1	FLT3	24810486	TRRUST
tri_21849	SPI1	HLA-DQB1	9442396, 7592651	TRRUST, TFe
tri_21850	SPI1	IL7R	11869689, 15944284	TRRUST
tri_21851	SPI1	IRF8	24810486, 26054719	TRRUST
tri_21852	SPI1	ITGB3	18288635	TRRUST
tri_21853	SPI1	MED1	10210321	TRRUST
tri_21854	SPI1	MEF2C	19169261	TRRUST
tri_21855	SPI1	MMP13	9178763	TRRUST
tri_21856	SPI1	MRC1	9354684	TRRUST, TFe
tri_21857	SPI1	NFKB1	25733685	TRRUST
tri_21858	SPI1	OPRM1	14998994	TRRUST, TFe
tri_21859	SPI1	LILRB3	21555536	TRRUST
tri_21860	SPI1	PTGDS	18680724, 19181746	TRRUST
tri_21861	SPI1	PTPRO	19167354	TRRUST
tri_21862	SPI1	SCN8A	17924165	TRRUST
tri_21863	SPI1	TAL2	24086757	TRRUST
tri_22516	SPI1	CD72	9498769	TFe
tri_22517	SPI1	MPO	8855267	TFe
tri_22518	SPI1	PTGS2	14966110	TFe
tri_22519	SPI1	FCGR1B	8195721	TFe
tri_22520	SPI1	FCGR3A	80705112	TFe
tri_22521	SPI1	FCGR3B	80705112	TFe
tri_22590	GLI2	NR2F1	14691458	TFactS
tri_22591	GLI2	SPART	14691458	TFactS
tri_22592	GLI2	UGT1A1	14691458	TFactS
tri_22593	GLI2	UGT1A6	14691458	TFactS
tri_22594	GLI2	UGT1A7	14691458	TFactS
tri_22595	GLI2	UGT1A4	14691458	TFactS
tri_22596	GLI2	UGT1A10	14691458	TFactS
tri_22597	GLI2	UGT1A8	14691458	TFactS
tri_22897	GLI2	GAST	23110168	Current
tri_22898	GLI2	HIP1	16571352	Current
tri_22899	GLI2	NEK2	28035348	Current
tri_22900	GLI2	NKX2-2	17026983	Current
tri_22901	GLI2	TERT	24086482	Current
tri_23286	SPI1	EBF1	17101802	Current
tri_23287	SPI1	NR1I2	25265064	Current
tri_00140	ETS1	IL5	10212281, 17845581, 16373364, 25861992	CytReg, TRRUST
tri_00148	ETS1	TNF	10913190, 7896795, 16199883, 12509451	CytReg, HTRIdb_LC, InnateDB
tri_00149	ETS1	TNFSF14	12215452	CytReg, TRRUST
tri_00382	ETS1	CSF2	8611694, 9190901, 12475968	CytReg, TRRUST
tri_00765	ETS1	IL2	7876544	CytReg, TRRUST
tri_00930	ETS1	IL3	12387738, 25861992, 8704203	CytReg, TRRUST
tri_00977	ETS1	IL10	22266280	CytReg, TRRUST
tri_00978	ETS1	IL24	22266280	CytReg
tri_01002	ETS1	IL4	25861992	CytReg
tri_01003	ETS1	IL13	25861992	CytReg
tri_01287	ETS1	UBE2C	21556051	ENdb
tri_01676	ETS1	DAD1	26673693	ENdb
tri_01678	ETS1	CD8B	26673693	ENdb
tri_02079	ETS1	ANGPT2	15003510, 17287278, 18720385	HTRIdb_LC, TRRUST
tri_02080	ETS1	FASLG	11970950	HTRIdb_LC
tri_02081	ETS1	BAX	17213822	HTRIdb_LC, TRRUST
tri_02082	ETS1	CHUK	15469934	HTRIdb_LC, InnateDB, TFactS, TRRUST
tri_02083	ETS1	CRYAB	19205872	HTRIdb_LC
tri_02084	ETS1	EGR1	19074849, 9207063	HTRIdb_LC, TRRUST
tri_02085	ETS1	JAK3	12794134	HTRIdb_LC
tri_02086	ETS1	MMP3	12034715, 24111521, 10358095, 10949659, 11556732	HTRIdb_LC, InnateDB, TRRUST
tri_02087	ETS1	MUC5AC	18676374	HTRIdb_LC
tri_02088	ETS1	MYB	8999884, 7848925	HTRIdb_LC, TRRUST
tri_02089	ETS1	TBXA2R	18698092	HTRIdb_LC, TRRUST
tri_02090	ETS1	VWF	9444957, 10210321	HTRIdb_LC, TRRUST
tri_04484	ETS1	SELL	19041738	InnateDB, TRRUST
tri_05605	ETS1	KIR2DL4	18945643, 22467658	InnateDB
tri_09050	ETS1	CCND1	19499154	TFactS
tri_09051	ETS1	CD3D	12324448	TFactS, TRRUST
tri_09052	ETS1	CDK11A	15087126	TFactS
tri_09053	ETS1	CDK11B	15656972	TFactS
tri_09054	ETS1	FAS	11970950	TFactS
tri_09055	ETS1	FLT1	16861237, 10554042	TFactS, TRRUST
tri_09056	ETS1	GP9	11504709	TFactS
tri_09057	ETS1	PTHLH	12628005, 15072578, 8063775, 11590145	TFactS, TRRUST
tri_09058	ETS1	RAD51	16398215	TFactS
tri_09059	ETS1	SERPINB5	9040939, 21187389	TFactS, TRRUST
tri_09060	ETS1	SPP1	16670084	TFactS, TRRUST
tri_09061	ETS1	ZNF175	19034670	TFactS
tri_11827	ETS1	NR2F2	15541767	TFe, TRRUST
tri_11828	ETS1	PCYT1A	12642588, 19168148, 16157598	TFe, TRRUST
tri_11829	ETS1	MMP13	11852231, 22270366, 9178763	TFe, TRRUST
tri_11830	ETS1	LCP1	12082130	TFe
tri_11831	ETS1	ATP2A3	12119294	TFe
tri_13192	ETS1	ABCB1	20392592	TRRUST
tri_13193	ETS1	ANPEP	14507917, 9786929	TRRUST
tri_13194	ETS1	ATXN2	22914732	TRRUST
tri_13195	ETS1	BMP4	15695386	TRRUST
tri_13196	ETS1	EMSY	24582497	TRRUST
tri_13197	ETS1	CA9	18381358	TRRUST
tri_13198	ETS1	CASP1	16103071	TRRUST
tri_13199	ETS1	CD6	19446338	TRRUST
tri_13200	ETS1	CD8A	8413295	TRRUST
tri_13201	ETS1	CDKN1A	18955504	TRRUST
tri_13202	ETS1	CDKN2A	17370299, 11234019, 15520862	TRRUST
tri_13203	ETS1	COL1A1	16564026	TRRUST
tri_13204	ETS1	CR1	10533284	TRRUST
tri_13205	ETS1	CSF3R	7964503	TRRUST
tri_13206	ETS1	CSNK2A1	19027835	TRRUST
tri_13207	ETS1	CSNK2B	11389726	TRRUST
tri_13208	ETS1	CTSB	10701774	TRRUST
tri_13209	ETS1	CXCR4	21741415	TRRUST
tri_13210	ETS1	DUSP6	20097731	TRRUST
tri_13211	ETS1	ECE1	11723240, 9595399	TRRUST
tri_13212	ETS1	ERG	7731694	TRRUST
tri_13213	ETS1	F13A1	10037697	TRRUST
tri_13214	ETS1	FGFBP1	9668098	TRRUST
tri_13215	ETS1	FLI1	19829305	TRRUST
tri_13216	ETS1	FOXD1	9867825	TRRUST
tri_13217	ETS1	GP6	12377757	TRRUST
tri_13218	ETS1	GRPR	15300220	TRRUST
tri_13219	ETS1	HMOX1	10022513, 15590657	TRRUST
tri_13220	ETS1	HPGD	10650939	TRRUST
tri_13221	ETS1	IGFBP1	21401636	TRRUST
tri_13222	ETS1	IL2RB	8413220	TRRUST
tri_13223	ETS1	ITGB3	11556732	TRRUST
tri_13224	ETS1	CIP2A	24280132	TRRUST
tri_13225	ETS1	LCK	7970721	TRRUST
tri_13226	ETS1	MDM2	11424091	TRRUST
tri_13227	ETS1	MGAT5	10438459	TRRUST
tri_13228	ETS1	MMP1	15972796, 16278291, 17283078, 10949659, 11556732, 21244711	TRRUST
tri_13229	ETS1	MMP10	20432469	TRRUST
tri_13230	ETS1	MMP9	22270366, 10949659, 11556732	TRRUST
tri_13231	ETS1	MUC4	19757157	TRRUST
tri_13232	ETS1	NDRG1	18381358	TRRUST
tri_13233	ETS1	NKX3-1	20842667	TRRUST
tri_13234	ETS1	PARP1	11973649, 24448423, 10435618	TRRUST
tri_13235	ETS1	PF4	12609849, 23848403	TRRUST
tri_13236	ETS1	PLAU	10211993, 11556732	TRRUST
tri_13237	ETS1	PRL	12200232, 21401636	TRRUST
tri_13238	ETS1	RHOC	21732343	TRRUST
tri_13239	ETS1	SLC26A3	7935445	TRRUST
tri_13240	ETS1	SPRY2	14644509	TRRUST
tri_13241	ETS1	SQSTM1	9762895	TRRUST
tri_13242	ETS1	TAF12	18567809	TRRUST
tri_13243	ETS1	TBXAS1	14586398	TRRUST
tri_13244	ETS1	TERT	20842112	TRRUST
tri_13245	ETS1	TFAP2A	12843180	TRRUST
tri_13246	ETS1	TGFBR2	14976186, 10508522	TRRUST
tri_13247	ETS1	TMEM158	11822868	TRRUST
tri_13248	ETS1	TNC	15001984, 10618716	TRRUST
tri_13249	ETS1	TP53	10510472	TRRUST
tri_13250	ETS1	TRA	1535773, 2237431	TRRUST
tri_13251	ETS1	WAS	10066431	TRRUST
tri_13252	ETS1	WT1	18064385	TRRUST
tri_18966	ETS1	CCL13	21372295, 16888027	TRRUST
tri_18967	ETS1	CD4	8356078	TRRUST
tri_18968	ETS1	CDH5	10828886	TRRUST
tri_18969	ETS1	CSF1R	7964503	TRRUST
tri_18970	ETS1	EBF1	17101802	TRRUST, Current
tri_18971	ETS1	FOS	8016110	TRRUST
tri_18972	ETS1	FOXP3	20574810	TRRUST
tri_18973	ETS1	not_applicable	8754855, 20671229, 17127463	TRRUST
tri_18974	ETS1	IKZF1	25301737	TRRUST
tri_18975	ETS1	IL7R	21148801	TRRUST
tri_18976	ETS1	ITGA2B	10210321	TRRUST
tri_18977	ETS1	KDR	11049987, 12464608	TRRUST
tri_18978	ETS1	KRT8	7683460	TRRUST
tri_18979	ETS1	LTBR	22742857	TRRUST
tri_18980	ETS1	MET	14760865	TRRUST
tri_18981	ETS1	NOS3	15180995	TRRUST
tri_18982	ETS1	NPR1	16517010, 19487584, 20864529, 18651838	TRRUST
tri_18983	ETS1	NR2F1	11784326	TRRUST
tri_18984	ETS1	OPRD1	11583993	TRRUST
tri_18985	ETS1	PRDM1	24019486	TRRUST
tri_18986	ETS1	PTGS2	12695520	TRRUST
tri_18987	ETS1	RNF11	15707580	TRRUST
tri_18988	ETS1	RUNX2	12560895	TRRUST
tri_18989	ETS1	RUNX3	19917777	TRRUST
tri_18990	ETS1	SH2D1A	15459902	TRRUST
tri_18991	ETS1	TBX21	22438254	TRRUST
tri_18992	ETS1	THBD	19091791	TRRUST
tri_18993	ETS1	TIMP1	8557686	TRRUST
tri_18994	ETS1	TLR4	15537384	TRRUST
tri_18995	ETS1	VEGFA	12119294	TRRUST
tri_18996	ETS1	ZEB1	17615296, 21317430	TRRUST
tri_22617	ETS1	CCN2	16829517, 16469114	TRRUST
tri_22618	ETS1	NA	1409722	TRRUST
tri_22815	ETS1	NR1I2	25265064	Current
tri_00088	FOS	IL2	9233628, 7739550, 8468462, 8660843, 7565732, 8473495, 9590239, 1737937, 7989759, 1305903, 19181930, 20557936, 8092900	CytReg, InnateDB, TRRUST
tri_00105	FOS	IL3	8454603	CytReg
tri_00120	FOS	IL12B	14688340, 15270850, 25567680, 19285436	CytReg
tri_00125	FOS	IL1A	8688489	CytReg, HTRIdb_LC, TRRUST
tri_00129	FOS	IFNG	8756632, 7759501, 19285436, 12842891, 16713974	CytReg
tri_00130	FOS	TGFB1	16637060, 21344377, 12794825, 16896927, 23437118	CytReg, TRRUST
tri_00251	FOS	IL6	11028561, 18502099, 25567680, 10542237, 20351184, 24994901	CytReg, InnateDB, TRRUST
tri_00263	FOS	IL4	9133600, 10772943, 7665092	CytReg
tri_00279	FOS	CXCL8	8999951, 12748173, 15057743, 10969814, 15005855, 11973337, 24048734, 25567680, 17586662, 16818736, 19173296, 22095787, 12218154	CytReg, HTRIdb_LC, InnateDB, TRRUST
tri_00311	FOS	TNF	10837498, 25567680, 19285436, 25548221	CytReg, InnateDB
tri_00320	FOS	IL5	12452838, 17845581, 16373364	CytReg
tri_00332	FOS	IL1RN	11933077	CytReg
tri_00436	FOS	CSF2	9862439, 9190901, 11509589	CytReg, InnateDB
tri_00444	FOS	CCL15	16364464	CytReg
tri_00533	FOS	IL10	25567680, 17237407	CytReg
tri_00856	FOS	CCL2	14752027, 18443042	CytReg, InnateDB
tri_00889	FOS	IL23A	19592489	CytReg, InnateDB
tri_00894	FOS	IL18	10975835	CytReg, InnateDB
tri_00898	FOS	IL13	15494506	CytReg
tri_00908	FOS	IL27	21482740	CytReg, InnateDB, TRRUST
tri_00966	FOS	CSF3	22284418	CytReg, TRRUST
tri_01095	FOS	CSF1	24994901	CytReg, InnateDB
tri_01170	FOS	CCL5	19828633	CytReg, TRRUST
tri_01183	FOS	IL31	25595785	CytReg
tri_01561	FOS	TNFSF11	21487009	ENdb
tri_02115	FOS	NAT1	12946272	HTRIdb_LC
tri_02116	FOS	CA9	11672442	HTRIdb_LC
tri_02117	FOS	CD40LG	11160303	HTRIdb_LC, TRRUST
tri_02118	FOS	CHGB	20359597	HTRIdb_LC
tri_02119	FOS	CLU	10406964	HTRIdb_LC, TRRUST
tri_02120	FOS	CSTA	9651321	HTRIdb_LC, TRRUST
tri_02121	FOS	NQO1	9058597, 8004128	HTRIdb_LC, TRRUST
tri_02122	FOS	MAF	21163924	HTRIdb_LC
tri_02123	FOS	MMP1	15090544, 15489293, 11689447, 19028685, 9334186	HTRIdb_LC, InnateDB, TRRUST
tri_02124	FOS	NA	9620167	HTRIdb_LC
tri_02125	FOS	PGR	12446585, 14684847	HTRIdb_LC, TRRUST
tri_02126	FOS	LOXL4	18586005	HTRIdb_LC
tri_03617	FOS	TREM1	17634956	InnateDB
tri_03770	FOS	NOS2	12788789, 15107292, 9776360, 14565925, 7508407	InnateDB, TRRUST
tri_04077	FOS	MMP13	19299558, 11689447	InnateDB
tri_04142	FOS	CAMP	19531482	InnateDB
tri_04406	FOS	MMP9	18028425, 18809380, 21238464, 21474819, 10935492, 11774399, 22858579	InnateDB, TRRUST
tri_04509	FOS	TLR9	16301648	InnateDB
tri_04595	FOS	PRDM1	15944271	InnateDB
tri_04681	FOS	PTGS2	20042607, 9620167, 11278336, 12057991, 17556653	InnateDB, TRRUST
tri_04855	FOS	MYC	20410304, 2498162	InnateDB, TRRUST
tri_06860	FOS	FCGR2B	23109709	InnateDB
tri_06897	FOS	CCL14	16364464	InnateDB
tri_07765	FOS	not_applicable	22595231, 15073183, 12218154, 7816634, 14627804, 16730810	InnateDB, TRRUST
tri_07965	FOS	VEGFA	25860662	InnateDB
tri_08047	FOS	APP	26510981	InnateDB
tri_08159	FOS	ACTA1	1460048	ORegAnno_LC, TRRUST
tri_09065	FOS	SP3	18342022	TFactS
tri_09066	FOS	TPSB2	16730810	TFactS
tri_09067	FOS	TPSAB1	16730810	TFactS
tri_11662	FOS	MBP	1321139	TFe
tri_11663	FOS	PCP2	8318226	TFe
tri_11664	FOS	VIM	17270292	TFe
tri_13389	FOS	BATF3	12087103	TRRUST
tri_13390	FOS	BCL2L1	16911523	TRRUST
tri_13391	FOS	CASP9	20188076	TRRUST
tri_13392	FOS	CCK	1360635, 7693011	TRRUST
tri_13393	FOS	CCND1	20188076, 21474819	TRRUST
tri_13394	FOS	CREM	21757709	TRRUST
tri_13395	FOS	CRP	18292576	TRRUST
tri_13396	FOS	CYP1A2	12135113	TRRUST
tri_13397	FOS	DDIT3	20188076	TRRUST
tri_13398	FOS	ERCC4	20976523	TRRUST
tri_13399	FOS	EZR	19164283	TRRUST
tri_13400	FOS	FAS	10903433	TRRUST
tri_13401	FOS	FGFBP1	10753873	TRRUST
tri_13402	FOS	VEGFD	19136250	TRRUST
tri_13403	FOS	FMO4	20188076	TRRUST
tri_13404	FOS	FOS	2498646, 1900040, 1482049	TRRUST
tri_13405	FOS	FOXA1	22577344	TRRUST
tri_13406	FOS	GSTP1	8206948	TRRUST
tri_13407	FOS	HSPH1	20188076	TRRUST
tri_13408	FOS	LRIG2	22721266	TRRUST
tri_13409	FOS	MELTF	8836133	TRRUST
tri_13410	FOS	MMP3	9334186	TRRUST
tri_13411	FOS	MMP7	11774399	TRRUST
tri_13412	FOS	NEFL	8180132	TRRUST
tri_13413	FOS	NFKB1	20188076	TRRUST
tri_13414	FOS	NGF	2111020, 10940355, 7869421	TRRUST
tri_13415	FOS	NPPA	1530876	TRRUST
tri_13416	FOS	NPY	8036020	TRRUST
tri_13417	FOS	NTF3	7733919	TRRUST
tri_13418	FOS	NTS	7791794	TRRUST
tri_13419	FOS	OXTR	10218980	TRRUST
tri_13420	FOS	PCK2	1325459	TRRUST
tri_13421	FOS	PDHA1	8476854	TRRUST
tri_13422	FOS	PLAU	11774399, 15558021	TRRUST
tri_13423	FOS	PLAUR	10471035	TRRUST
tri_13424	FOS	SLC10A2	12454857, 24309182	TRRUST
tri_13425	FOS	SMAD4	11854297	TRRUST
tri_13426	FOS	SMAD7	15579469	TRRUST
tri_13427	FOS	SOX7	22171135	TRRUST
tri_13428	FOS	SPI1	9988737	TRRUST
tri_13429	FOS	SPRR3	9889002	TRRUST
tri_13430	FOS	SRR	15681805	TRRUST
tri_13431	FOS	STAR	19150388, 14673133	TRRUST
tri_13432	FOS	TP53	10348347, 10082525	TRRUST
tri_19065	FOS	BDNF	11925568	TRRUST
tri_19066	FOS	BMP2	18495116	TRRUST
tri_19067	FOS	CRH	10517666	TRRUST
tri_19068	FOS	DCSTAMP	17402846	TRRUST
tri_19069	FOS	EGR1	3140220	TRRUST
tri_19070	FOS	FAM89B	12379279	TRRUST
tri_19071	FOS	GNRH1	9795199	TRRUST
tri_19072	FOS	GRIA1	18292343	TRRUST
tri_19073	FOS	GRIK2	11925568	TRRUST
tri_19074	FOS	HLA-A	2978263	TRRUST
tri_19075	FOS	HMGCR	19095962	TRRUST
tri_19076	FOS	IFNE	15217985	TRRUST
tri_19077	FOS	IL1RL1	10208434	TRRUST
tri_19078	FOS	JUN	12181441, 22001392	TRRUST
tri_19079	FOS	KRT18	1696235	TRRUST
tri_19080	FOS	MAPK8	9746785	TRRUST
tri_19081	FOS	MMP2	16258061	TRRUST
tri_19082	FOS	NACC1	14521994	TRRUST
tri_19083	FOS	NCK2	11514578	TRRUST
tri_19084	FOS	NFATC1	15073183	TRRUST
tri_19085	FOS	NFE2L2	19671797	TRRUST
tri_19086	FOS	NR3C1	9657066	TRRUST
tri_19087	FOS	PDPN	18757399	TRRUST
tri_19088	FOS	PENK	2512642	TRRUST
tri_19089	FOS	POMC	1663213	TRRUST
tri_19090	FOS	PPP1R3B	11123319	TRRUST
tri_19091	FOS	SOCS3	17947670, 18571793	TRRUST
tri_19092	FOS	SRC	15541355	TRRUST
tri_19093	FOS	SRXN1	18761713	TRRUST
tri_19094	FOS	STIM1	25016017	TRRUST
tri_19095	FOS	TFF2	19541923	TRRUST
tri_19096	FOS	TINAGL1	21810604	TRRUST
tri_19097	FOS	TSLP	22284418	TRRUST
tri_19098	FOS	WEE1	11500387	TRRUST
tri_00037	IRF1	IFNA13	12077266	CytReg, TRRUST
tri_00042	IRF1	IFNB1	12077266, 8021262, 10848607, 22547704, 15494505, 17785777, 8035474, 11303025, 9446577, 9707562, 1579446, 11090630, 17073600, 18575764	CytReg, InnateDB, TRRUST
tri_00044	IRF1	IL6	7499267, 26206900, 24012417	CytReg, InnateDB
tri_00046	IRF1	IL10	12817009, 28166218	CytReg, TFe, TRRUST
tri_00050	IRF1	IFNL1	17785777, 23405030, 21398614	CytReg, InnateDB
tri_00053	IRF1	CCL5	11413310, 12388374, 16707500, 10926836, 15860458, 21036898, 10385645, 25957166	CytReg, InnateDB, TRRUST
tri_00055	IRF1	IFNL3	17785777	CytReg, InnateDB
tri_00057	IRF1	CCL19	17182562	CytReg, InnateDB
tri_00062	IRF1	IL12B	10861061, 24012417, 12517966, 12417340, 17924060, 19487420, 10657616, 16893987, 25957166, 10975815	CytReg, InnateDB, TRRUST
tri_00064	IRF1	CXCL10	19342664, 17167270, 16253303, 27551049, 19929594, 18986693, 9794404	CytReg, InnateDB, TRRUST
tri_00068	IRF1	IL27	17684041, 17985330, 20083668, 20435892, 17548596, 17227910, 24214980, 26900987	CytReg, InnateDB, TRRUST
tri_00072	IRF1	IFNA1	12077266, 11473119, 17785777, 7606736	CytReg, InnateDB, TRRUST
tri_00305	IRF1	CXCL8	15057743, 18723827, 18198374	CytReg, InnateDB
tri_00318	IRF1	IL12A	15489234, 22904313, 19164128, 16219795, 15871905, 14568984, 16824573, 18316378, 16622221	CytReg, InnateDB, TRRUST
tri_00409	IRF1	TNFSF10	15241475, 17617740, 21858676	CytReg, InnateDB, TRRUST
tri_00416	IRF1	IL7	15226432	CytReg, InnateDB
tri_00419	IRF1	IL4	12479817, 25280793, 12479817 	CytReg, InnateDB, TRRUST
tri_00423	IRF1	IFNA14	15699120	CytReg, InnateDB
tri_00553	IRF1	TNFSF13B	23271704	CytReg
tri_00554	IRF1	TNF	26206900, 24012417, 18802049, 25957166	CytReg, InnateDB, TRRUST
tri_00555	IRF1	IL1B	26206900	CytReg
tri_00569	IRF1	IFNA2	11473119	CytReg, InnateDB
tri_00586	IRF1	CXCL11	17202361	CytReg, InnateDB
tri_00592	IRF1	CCL2	21760952	CytReg
tri_00746	IRF1	IFNA4	17785777, 9786932, 9446577, 9707562	CytReg
tri_00817	IRF1	IFNA6	9786932	CytReg
tri_00893	IRF1	IL18	10975835	CytReg, InnateDB
tri_00938	IRF1	IL15	10906187	CytReg, InnateDB
tri_00941	IRF1	IL23A	21097874	CytReg, InnateDB
